created_at,full_text,text_casefolded,text_clean,text_tokens,text_normalized,text_stopword,text_stemmed,tranlate
2025-02-09 12:18:11+00:00,@Jemmy_AI better BBRI nya buat longterm kak kalo ak sih tak keep dan serok yah mumpung karna optimis bakal naik si,@jemmy_ai better bbri nya buat longterm kak kalo ak sih tak keep dan serok yah mumpung karna optimis bakal naik si,better bbri nya buat longterm kak kalo ak sih tak keep dan serok yah mumpung karna optimis bakal naik si,"['better', 'bbri', 'nya', 'buat', 'longterm', 'kak', 'kalo', 'ak', 'sih', 'tak', 'keep', 'dan', 'serok', 'yah', 'mumpung', 'karna', 'optimis', 'bakal', 'naik', 'si']","['better', 'bbri', 'nya', 'buat', 'longterm', 'kak', 'kalo', 'aku', 'sih', 'tak', 'keep', 'dan', 'serok', 'ya', 'mumpung', 'karena', 'optimis', 'bakal', 'naik', 'sih']","['better', 'bbri', 'nya', 'buat', 'longterm', 'kak', 'kalo', 'aku', 'sih', 'tak', 'keep', 'serok', 'mumpung', 'optimis', 'bakal', 'naik', 'sih']",better bbri nya buat longterm kak kalo aku sih tak keep serok mumpung optimis bakal naik sih,"it's better to keep bbri for the long term, sis. if it were me, i wouldn't keep scooping up stocks while i'm optimistic that it will go up."
2025-02-09 12:28:15+00:00,@profesor_saham BMRI release ambruk bbri belum release nih wkwkkwkwk,@profesor_saham bmri release ambruk bbri belum release nih wkwkkwkwk,bmri release ambruk bbri belum release nih wkwkkwkwk,"['bmri', 'release', 'ambruk', 'bbri', 'belum', 'release', 'nih', 'wkwkkwkwk']","['bmri', 'release', 'ambruk', 'bbri', 'belum', 'release', 'nih', 'wkwkkwkwk']","['bmri', 'release', 'ambruk', 'bbri', 'release', 'nih', 'wkwkkwkwk']",bmri release ambruk bbri release nih wkwkkwkwk,bmri release collapses bbri release this hahahahahahaha
2025-02-09 14:17:01+00:00,@saptaipb Kalau bbri gimana bg?,@saptaipb kalau bbri gimana bg?,kalau bbri gimana bg,"['kalau', 'bbri', 'gimana', 'bg']","['kalau', 'bbri', 'bagaimana', 'bang']","['kalau', 'bbri', 'bagaimana', 'bang']",kalau bbri bagaimana bang,what about bbri bro
2025-02-09 16:26:52+00:00,@ahcegil BBRI cuman 24 lot?? Masih gedean gaji gw itu mah... Wkwkwkwkwk,@ahcegil bbri cuman 24 lot?? masih gedean gaji gw itu mah... wkwkwkwkwk,bbri cuman lot masih gedean gaji gw itu mah wkwkwkwkwk,"['bbri', 'cuman', 'lot', 'masih', 'gedean', 'gaji', 'gw', 'itu', 'mah', 'wkwkwkwkwk']","['bbri', 'cuman', 'lot', 'masih', 'gedean', 'gaji', 'gue', 'itu', 'mah', 'wkwkwkwkwk']","['bbri', 'cuman', 'lot', 'gedean', 'gaji', 'gue', 'mah', 'wkwkwkwkwk']",bbri cuman lot gede gaji gue mah wkwkwkwkwk,"bbri is just a big lot, my salary is big, hahahahahahaha"
2025-02-09 17:00:36+00:00,mahal mahal ng parehab sayo tapos tatakas ka lg?,mahal mahal ng parehab sayo tapos tatakas ka lg?,mahal mahal ng parehab sayo tapos tatakas ka lg,"['mahal', 'mahal', 'ng', 'parehab', 'sayo', 'tapos', 'tatakas', 'ka', 'lg']","['mahal', 'mahal', 'ng', 'parehab', 'sayo', 'tapos', 'tatakas', 'kak', 'lagi']","['mahal', 'mahal', 'ng', 'parehab', 'sayo', 'tapos', 'tatakas', 'kak']",mahal mahal ng parehab sayo tapos tatakas kak,expensive expensive ng parehab sayo tapos tatakas sis
2025-02-10 01:12:29+00:00,IHSG TECHNICAL VIEW (10/02) IHSG kemarin ditutup turun 1.93% disertai dengan net sell asing ~650 Miliar. Saham yang paling banyak dijual asing adalah BMRI BBRI BBNI GOTO dan BREN.,ihsg technical view (10/02) ihsg kemarin ditutup turun 1.93% disertai dengan net sell asing ~650 miliar. saham yang paling banyak dijual asing adalah bmri bbri bbni goto dan bren.,ihsg technical view ihsg kemarin ditutup turun disertai dengan net sell asing miliar saham yang paling banyak dijual asing adalah bmri bbri bbni goto dan bren,"['ihsg', 'technical', 'view', 'ihsg', 'kemarin', 'ditutup', 'turun', 'disertai', 'dengan', 'net', 'sell', 'asing', 'miliar', 'saham', 'yang', 'paling', 'banyak', 'dijual', 'asing', 'adalah', 'bmri', 'bbri', 'bbni', 'goto', 'dan', 'bren']","['ihsg', 'technical', 'view', 'ihsg', 'kemarin', 'ditutup', 'turun', 'disertai', 'dengan', 'net', 'sell', 'asing', 'miliar', 'saham', 'yang', 'paling', 'banyak', 'dijual', 'asing', 'adalah', 'bmri', 'bbri', 'bbni', 'goto', 'dan', 'bren']","['ihsg', 'technical', 'view', 'ihsg', 'kemarin', 'ditutup', 'turun', 'disertai', 'net', 'sell', 'asing', 'miliar', 'saham', 'paling', 'banyak', 'dijual', 'asing', 'bmri', 'bbri', 'bbni', 'goto', 'bren']",ihsg technical view ihsg kemarin tutup turun serta net sell asing miliar saham paling banyak jual asing bmri bbri bbni goto bren,ihsg technical view ihsg yesterday closed down and foreign net sell billion shares most sold by foreigners bmri bbri bbni goto bren
2025-02-10 01:26:57+00:00,@BukanPegawaiJP @0xWolffTorger atau pada ngendon di BBRI sih fix https://t.co/U5AUKUbd5F,@bukanpegawaijp @0xwolfftorger atau pada ngendon di bbri sih fix https://t.co/u5aukubd5f,atau pada ngendon di bbri sih fix,"['atau', 'pada', 'ngendon', 'di', 'bbri', 'sih', 'fix']","['atau', 'pada', 'ngendon', 'di', 'bbri', 'sih', 'fix']","['ngendon', 'bbri', 'sih', 'fix']",ngendon bbri sih fix,"i'm staying with bbri, it's fixed"
2025-02-10 01:27:16+00:00,@Ddarwin889 Bbri ara nih,@ddarwin889 bbri ara nih,bbri ara nih,"['bbri', 'ara', 'nih']","['bbri', 'ara', 'nih']","['bbri', 'ara', 'nih']",bbri ara nih,bbri ara this
2025-02-10 01:41:21+00:00,Koreksi IHSG Mulai Terbatas BBRI hingga TOBA Calon Cuan https://t.co/IIXVyPmYWk via @InvestorID,koreksi ihsg mulai terbatas bbri hingga toba calon cuan https://t.co/iixvypmywk via @investorid,koreksi ihsg mulai terbatas bbri hingga toba calon cuan via,"['koreksi', 'ihsg', 'mulai', 'terbatas', 'bbri', 'hingga', 'toba', 'calon', 'cuan', 'via']","['koreksi', 'ihsg', 'mulai', 'terbatas', 'bbri', 'hingga', 'toba', 'calon', 'cuan', 'via']","['koreksi', 'ihsg', 'mulai', 'terbatas', 'bbri', 'hingga', 'toba', 'calon', 'cuan', 'via']",koreksi ihsg mulai batas bbri hingga toba calon cuan via,correction of ihsg from bbri limit to toba potential profit via
2025-02-10 03:20:44+00:00,@Saham_fess masih konsisten longsor di BBRI &amp; TLKM. kadang merasa udah mau dievakuasi tapi dibenamkan lagi https://t.co/X9zMpxCUrK,@saham_fess masih konsisten longsor di bbri &amp; tlkm. kadang merasa udah mau dievakuasi tapi dibenamkan lagi https://t.co/x9zmpxcurk,masih konsisten longsor di bbri amp tlkm kadang merasa udah mau dievakuasi tapi dibenamkan lagi,"['masih', 'konsisten', 'longsor', 'di', 'bbri', 'amp', 'tlkm', 'kadang', 'merasa', 'udah', 'mau', 'dievakuasi', 'tapi', 'dibenamkan', 'lagi']","['masih', 'konsisten', 'longsor', 'di', 'bbri', 'amp', 'tlkm', 'kadang', 'merasa', 'sudah', 'mau', 'dievakuasi', 'tapi', 'dibenamkan', 'lagi']","['konsisten', 'longsor', 'bbri', 'amp', 'tlkm', 'kadang', 'merasa', 'mau', 'dievakuasi', 'dibenamkan']",konsisten longsor bbri amp tlkm kadang rasa mau evakuasi benam,consistent landslides bbri amp tlkm sometimes feel like evacuating submerged
2025-02-10 03:26:46+00:00,@Saham_fess BBRI,@saham_fess bbri,bbri,['bbri'],['bbri'],['bbri'],bbri,bbri
2025-02-10 03:41:14+00:00,Untuk longterm BBCA saya tunggu di 7500 BBRI saya tunggu di 3000 BMRI saya tunggu di 3250-3500 BBNI saya tunggu di 2000,untuk longterm bbca saya tunggu di 7500 bbri saya tunggu di 3000 bmri saya tunggu di 3250-3500 bbni saya tunggu di 2000,untuk longterm bbca saya tunggu di bbri saya tunggu di bmri saya tunggu di bbni saya tunggu di,"['untuk', 'longterm', 'bbca', 'saya', 'tunggu', 'di', 'bbri', 'saya', 'tunggu', 'di', 'bmri', 'saya', 'tunggu', 'di', 'bbni', 'saya', 'tunggu', 'di']","['untuk', 'longterm', 'bbca', 'saya', 'tunggu', 'di', 'bbri', 'saya', 'tunggu', 'di', 'bmri', 'saya', 'tunggu', 'di', 'bbni', 'saya', 'tunggu', 'di']","['longterm', 'bbca', 'tunggu', 'bbri', 'tunggu', 'bmri', 'tunggu', 'bbni', 'tunggu']",longterm bbca tunggu bbri tunggu bmri tunggu bbni tunggu,longterm bbca wait bbri wait bmri wait bbni wait
2025-02-10 03:52:49+00:00,@Saham_fess Nyangkut di BBRI cuma biarin aja dah nnti diliat lg klo udah ganti presiden,@saham_fess nyangkut di bbri cuma biarin aja dah nnti diliat lg klo udah ganti presiden,nyangkut di bbri cuma biarin aja dah nnti diliat lg klo udah ganti presiden,"['nyangkut', 'di', 'bbri', 'cuma', 'biarin', 'aja', 'dah', 'nnti', 'diliat', 'lg', 'klo', 'udah', 'ganti', 'presiden']","['nyangkut', 'di', 'bbri', 'cuma', 'biarkan', 'saja', 'deh', 'nanti', 'dilihat', 'lagi', 'kalo', 'sudah', 'ganti', 'presiden']","['nyangkut', 'bbri', 'cuma', 'biarkan', 'deh', 'dilihat', 'kalo', 'ganti', 'presiden']",nyangkut bbri cuma biar deh lihat kalo ganti presiden,i'm only interested in bri so i can see if the president changes
2025-02-10 04:33:17+00:00,@distinctv_ @omdirects_ @BANKBRI_ID Bbri bapuk,@distinctv_ @omdirects_ @bankbri_id bbri bapuk,bbri bapuk,"['bbri', 'bapuk']","['bbri', 'bapuk']","['bbri', 'bapuk']",bbri bapuk,father's bbri
2025-02-10 04:41:16+00:00,Big bang BBNI 3350? BMRI 4600? BBRI 3500? Whoahh discount,big bang bbni 3350? bmri 4600? bbri 3500? whoahh discount,big bang bbni bmri bbri whoahh discount,"['big', 'bang', 'bbni', 'bmri', 'bbri', 'whoahh', 'discount']","['big', 'bang', 'bbni', 'bmri', 'bbri', 'whoahh', 'discount']","['big', 'bang', 'bbni', 'bmri', 'bbri', 'whoahh', 'discount']",big bang bbni bmri bbri whoahh discount,big bang bbni bmri bbri whoahh discount
2025-02-10 06:13:38+00:00,Harga saham perbankan makin ancur hari ini. BBRI ke 3.900 an.,harga saham perbankan makin ancur hari ini. bbri ke 3.900 an.,harga saham perbankan makin ancur hari ini bbri ke an,"['harga', 'saham', 'perbankan', 'makin', 'ancur', 'hari', 'ini', 'bbri', 'ke', 'an']","['harga', 'saham', 'perbankan', 'makin', 'hancur', 'hari', 'ini', 'bbri', 'ke', 'an']","['harga', 'saham', 'perbankan', 'makin', 'hancur', 'hari', 'bbri', 'an']",harga saham perban makin hancur hari bbri an,bandage stock prices are getting more and more destroyed today
2025-02-10 06:26:06+00:00,@ahcegil @BANKBRI_ID BBRI JELEKKKK,@ahcegil @bankbri_id bbri jelekkkk,bbri jelekkkk,"['bbri', 'jelekkkk']","['bbri', 'jelekkkk']","['bbri', 'jelekkkk']",bbri jelekkkk,bbri is ugly
2025-02-10 06:33:10+00:00,BBRI Bisa ke Berapa? https://t.co/Vj64uBmdxk via @InvestorID,bbri bisa ke berapa? https://t.co/vj64ubmdxk via @investorid,bbri bisa ke berapa via,"['bbri', 'bisa', 'ke', 'berapa', 'via']","['bbri', 'bisa', 'ke', 'berapa', 'via']","['bbri', 'berapa', 'via']",bbri berapa via,how much via bbri
2025-02-10 07:39:22+00:00,@Saham_fess bbri pgeo,@saham_fess bbri pgeo,bbri pgeo,"['bbri', 'pgeo']","['bbri', 'pgeo']","['bbri', 'pgeo']",bbri pgeo,bbri pgeo
2025-02-10 07:45:03+00:00,Terus kapan pulihnya? simak ulasan lengkapnya di sini: https://t.co/xymDSpVb98 $BBRI $BMRI $BBCA,terus kapan pulihnya? simak ulasan lengkapnya di sini: https://t.co/xymdspvb98 $bbri $bmri $bbca,terus kapan pulihnya simak ulasan lengkapnya di sini bbri bmri bbca,"['terus', 'kapan', 'pulihnya', 'simak', 'ulasan', 'lengkapnya', 'di', 'sini', 'bbri', 'bmri', 'bbca']","['terus', 'kapan', 'pulihnya', 'simak', 'ulasan', 'lengkapnya', 'di', 'sini', 'bbri', 'bmri', 'bbca']","['terus', 'kapan', 'pulihnya', 'simak', 'ulasan', 'lengkapnya', 'sini', 'bbri', 'bmri', 'bbca']",terus kapan pulih simak ulas lengkap sini bbri bmri bbca,then when will it recover? see the full review here bbri bmri bbca
2025-02-10 09:19:27+00:00,@Saham_fess bbri dan brpt dong,@saham_fess bbri dan brpt dong,bbri dan brpt dong,"['bbri', 'dan', 'brpt', 'dong']","['bbri', 'dan', 'brpt', 'dong']","['bbri', 'brpt', 'dong']",bbri brpt dong,bbri what's the point?
2025-02-10 09:58:28+00:00,@Saham_fess wkwkkw cb liat bawahnya BBRI hampir ga pernah nyentuh level Overvalue,@saham_fess wkwkkw cb liat bawahnya bbri hampir ga pernah nyentuh level overvalue,wkwkkw cb liat bawahnya bbri hampir ga pernah nyentuh level overvalue,"['wkwkkw', 'cb', 'liat', 'bawahnya', 'bbri', 'hampir', 'ga', 'pernah', 'nyentuh', 'level', 'overvalue']","['wkwkkw', 'coba', 'lihat', 'bawahnya', 'bbri', 'hampir', 'enggak', 'pernah', 'nyentuh', 'level', 'overvalue']","['wkwkkw', 'coba', 'lihat', 'bawahnya', 'bbri', 'hampir', 'enggak', 'pernah', 'nyentuh', 'level', 'overvalue']",wkwkkw coba lihat bawah bbri hampir enggak pernah nyentuh level overvalue,wkwkkw try looking below bbri almost never touches the overvalue level
2025-02-10 10:29:43+00:00,Sekarang BBRI mbaknya lagi mines,sekarang bbri mbaknya lagi mines,sekarang bbri mbaknya lagi mines,"['sekarang', 'bbri', 'mbaknya', 'lagi', 'mines']","['sekarang', 'bbri', 'mbaknya', 'lagi', 'mines']","['sekarang', 'bbri', 'mbaknya', 'mines']",sekarang bbri mbak mes,now bbri mbak mes
2025-02-10 11:33:41+00:00,BBRI aku tadi telat masuk lagi nih boleh nginep ke kossan kamu ngga biar ngga telat lagi?,bbri aku tadi telat masuk lagi nih boleh nginep ke kossan kamu ngga biar ngga telat lagi?,bbri aku tadi telat masuk lagi nih boleh nginep ke kossan kamu ngga biar ngga telat lagi,"['bbri', 'aku', 'tadi', 'telat', 'masuk', 'lagi', 'nih', 'boleh', 'nginep', 'ke', 'kossan', 'kamu', 'ngga', 'biar', 'ngga', 'telat', 'lagi']","['bbri', 'aku', 'tadi', 'telat', 'masuk', 'lagi', 'nih', 'boleh', 'nginep', 'ke', 'kossan', 'kamu', 'enggak', 'biar', 'enggak', 'telat', 'lagi']","['bbri', 'aku', 'tadi', 'telat', 'masuk', 'nih', 'nginep', 'kossan', 'kamu', 'enggak', 'biar', 'enggak', 'telat']",bbri aku tadi telat masuk nih nginep kossan kamu enggak biar enggak telat,"bbri, i was late coming in earlier, did you stay overnight at your boarding house so i wouldn't be late?"
2025-02-10 12:14:27+00:00,@SekuritasBahana mantap DX hari ini net buy BBRI 243 6 milyar,@sekuritasbahana mantap dx hari ini net buy bbri 243 6 milyar,mantap dx hari ini net buy bbri milyar,"['mantap', 'dx', 'hari', 'ini', 'net', 'buy', 'bbri', 'milyar']","['mantap', 'dx', 'hari', 'ini', 'net', 'buy', 'bbri', 'milyar']","['mantap', 'dx', 'hari', 'net', 'buy', 'bbri', 'milyar']",mantap dx hari net buy bbri milyar,steady dx today net buy billion bbri
2025-02-10 12:36:21+00:00,@__UMRCilacap Lagi ngelamun sambil berharap saham bbri turun jadi 3 ribuan,@__umrcilacap lagi ngelamun sambil berharap saham bbri turun jadi 3 ribuan,lagi ngelamun sambil berharap saham bbri turun jadi ribuan,"['lagi', 'ngelamun', 'sambil', 'berharap', 'saham', 'bbri', 'turun', 'jadi', 'ribuan']","['lagi', 'ngelamun', 'sambil', 'berharap', 'saham', 'bbri', 'turun', 'jadi', 'ribuan']","['ngelamun', 'berharap', 'saham', 'bbri', 'turun', 'jadi', 'ribuan']",ngelamun harap saham bbri turun jadi ribu,daydreaming hoping bbri shares will fall to thousands
2025-02-10 12:42:11+00:00,@Saham_fess Bbri bbca,@saham_fess bbri bbca,bbri bbca,"['bbri', 'bbca']","['bbri', 'bbca']","['bbri', 'bbca']",bbri bbca,bbri bbca
2025-02-10 12:59:13+00:00,@txtdarisagab Kan 2.400 = 24 lot yak Per hari ini bbri 1 lembar = Rp. 3.970 1 lot = Rp. 397.000 24 lot = Rp. 9.582.000 Yield deviden = 9 32% Per lembar devidennya = Rp. 3.970 x 9 32% = Rp. 370 Keuntungan dari 24 lot bbri per tahun : 2.400 × Rp. 370 = Rp. 888.000/ tahun Bener g gus?,@txtdarisagab kan 2.400 = 24 lot yak per hari ini bbri 1 lembar = rp. 3.970 1 lot = rp. 397.000 24 lot = rp. 9.582.000 yield deviden = 9 32% per lembar devidennya = rp. 3.970 x 9 32% = rp. 370 keuntungan dari 24 lot bbri per tahun : 2.400 × rp. 370 = rp. 888.000/ tahun bener g gus?,kan lot yak per hari ini bbri lembar rp lot rp lot rp yield deviden per lembar devidennya rp x rp keuntungan dari lot bbri per tahun rp rp tahun bener g gus,"['kan', 'lot', 'yak', 'per', 'hari', 'ini', 'bbri', 'lembar', 'rp', 'lot', 'rp', 'lot', 'rp', 'yield', 'deviden', 'per', 'lembar', 'devidennya', 'rp', 'x', 'rp', 'keuntungan', 'dari', 'lot', 'bbri', 'per', 'tahun', 'rp', 'rp', 'tahun', 'bener', 'g', 'gus']","['kan', 'lot', 'ya', 'per', 'hari', 'ini', 'bbri', 'lembar', 'rp', 'lot', 'rp', 'lot', 'rp', 'yield', 'deviden', 'per', 'lembar', 'devidennya', 'rp', 'kali', 'rp', 'keuntungan', 'dari', 'lot', 'bbri', 'per', 'tahun', 'rp', 'rp', 'tahun', 'benar', 'enggak', 'gus']","['kan', 'lot', 'per', 'hari', 'bbri', 'lembar', 'rp', 'lot', 'rp', 'lot', 'rp', 'yield', 'deviden', 'per', 'lembar', 'devidennya', 'rp', 'kali', 'rp', 'keuntungan', 'lot', 'bbri', 'per', 'tahun', 'rp', 'rp', 'tahun', 'benar', 'enggak', 'gus']",kan lot per hari bbri lembar rp lot rp lot rp yield deviden per lembar devidennya rp kali rp untung lot bbri per tahun rp rp tahun benar enggak gus,can lot per day bbri sheet rp lot rp lot rp dividend yield per sheet dividend rp times rp profit lot bbri per year rp rp year is that right gus
2025-02-10 13:15:27+00:00,@txtdarisagab Terpantau nyekel BBRI.. dan pasti sedang merugi,@txtdarisagab terpantau nyekel bbri.. dan pasti sedang merugi,terpantau nyekel bbri dan pasti sedang merugi,"['terpantau', 'nyekel', 'bbri', 'dan', 'pasti', 'sedang', 'merugi']","['terpantau', 'nyekel', 'bbri', 'dan', 'pasti', 'sedang', 'merugi']","['terpantau', 'nyekel', 'bbri', 'sedang', 'merugi']",pantau nyekel bbri sedang rugi,monitor bri's losses
2025-02-10 13:17:16+00:00,@IDX_BEI Apaan? Biasanya gw cuan luber2 di BMRI dan BBRI awal tahun ini malah berdarah2. Weekly chart IHSG jelek noh.,@idx_bei apaan? biasanya gw cuan luber2 di bmri dan bbri awal tahun ini malah berdarah2. weekly chart ihsg jelek noh.,apaan biasanya gw cuan luber di bmri dan bbri awal tahun ini malah berdarah weekly chart ihsg jelek noh,"['apaan', 'biasanya', 'gw', 'cuan', 'luber', 'di', 'bmri', 'dan', 'bbri', 'awal', 'tahun', 'ini', 'malah', 'berdarah', 'weekly', 'chart', 'ihsg', 'jelek', 'noh']","['apaan', 'biasanya', 'gue', 'cuan', 'luber', 'di', 'bmri', 'dan', 'bbri', 'awal', 'tahun', 'ini', 'malah', 'berdarah', 'weekly', 'chart', 'ihsg', 'jelek', 'noh']","['apaan', 'biasanya', 'gue', 'cuan', 'luber', 'bmri', 'bbri', 'awal', 'tahun', 'malah', 'berdarah', 'weekly', 'chart', 'ihsg', 'jelek', 'noh']",apa biasa gue cuan luber bmri bbri awal tahun malah darah weekly chart ihsg jelek noh,"is it normal for me to get overflowing profits from bmri bbr at the beginning of the year, but the weekly ihsg chart blood is bad, huh?"
2025-02-10 13:38:21+00:00,@Saham_fess BBRI longsornya parah bangsat,@saham_fess bbri longsornya parah bangsat,bbri longsornya parah bangsat,"['bbri', 'longsornya', 'parah', 'bangsat']","['bbri', 'longsornya', 'parah', 'bangsat']","['bbri', 'longsornya', 'parah', 'bangsat']",bbri longsor parah bangsat,bbri landslide seriously bastard
2025-02-10 14:31:25+00:00,Bbri merah lagi kapan waktu yg pas buat beli ya? Udah &lt;4rb,bbri merah lagi kapan waktu yg pas buat beli ya? udah &lt;4rb,bbri merah lagi kapan waktu yg pas buat beli ya udah ltrb,"['bbri', 'merah', 'lagi', 'kapan', 'waktu', 'yg', 'pas', 'buat', 'beli', 'ya', 'udah', 'ltrb']","['bbri', 'merah', 'lagi', 'kapan', 'waktu', 'yang', 'pas', 'buat', 'beli', 'ya', 'sudah', 'ltrb']","['bbri', 'merah', 'kapan', 'waktu', 'pas', 'buat', 'beli', 'ltrb']",bbri merah kapan waktu pas buat beli ltrb,bbri red when is the right time to buy ltrb
2025-02-10 14:37:35+00:00,@alifebriyanto masuk ke #BBRI,@alifebriyanto masuk ke #bbri,masuk ke,"['masuk', 'ke']","['masuk', 'ke']",['masuk'],masuk,enter
2025-02-10 14:46:09+00:00,Asing Jual BBCA Serang BBRI Harga Menuju ke Sini https://t.co/C0QvY1HdcD via @InvestorID,asing jual bbca serang bbri harga menuju ke sini https://t.co/c0qvy1hdcd via @investorid,asing jual bbca serang bbri harga menuju ke sini via,"['asing', 'jual', 'bbca', 'serang', 'bbri', 'harga', 'menuju', 'ke', 'sini', 'via']","['asing', 'jual', 'bbca', 'serang', 'bbri', 'harga', 'menuju', 'ke', 'sini', 'via']","['asing', 'jual', 'bbca', 'serang', 'bbri', 'harga', 'menuju', 'sini', 'via']",asing jual bbca serang bbri harga tuju sini via,foreigners sell bbc attack bbri price go here via
2025-02-10 14:53:21+00:00,Sunarso itu sebenarnya tahu saham bbri di mainin sama asing tp sunarso bisa apa?,sunarso itu sebenarnya tahu saham bbri di mainin sama asing tp sunarso bisa apa?,sunarso itu sebenarnya tahu saham bbri di mainin sama asing tp sunarso bisa apa,"['sunarso', 'itu', 'sebenarnya', 'tahu', 'saham', 'bbri', 'di', 'mainin', 'sama', 'asing', 'tp', 'sunarso', 'bisa', 'apa']","['sunarso', 'itu', 'sebenarnya', 'tahu', 'saham', 'bbri', 'di', 'mainin', 'sama', 'asing', 'tapi', 'sunarso', 'bisa', 'apa']","['sunarso', 'sebenarnya', 'tahu', 'saham', 'bbri', 'mainin', 'sama', 'asing', 'sunarso', 'apa']",sunarso benar tahu saham bbri mainin sama asing sunarso apa,sunarso really knows that bbr shares are being played with by foreigners. what is sunarso?
2025-02-10 21:01:44+00:00,pdhl saham bbri lagi minus banget,pdhl saham bbri lagi minus banget,pdhl saham bbri lagi minus banget,"['pdhl', 'saham', 'bbri', 'lagi', 'minus', 'banget']","['padahal', 'saham', 'bbri', 'lagi', 'minus', 'banget']","['padahal', 'saham', 'bbri', 'minus', 'banget']",padahal saham bbri minus banget,even though bri shares are really negative
2025-02-11 00:47:13+00:00,@papaanabul Kalo nilai skrng &lt;10juta lagi turun punya BBRI,@papaanabul kalo nilai skrng &lt;10juta lagi turun punya bbri,kalo nilai skrng ltjuta lagi turun punya bbri,"['kalo', 'nilai', 'skrng', 'ltjuta', 'lagi', 'turun', 'punya', 'bbri']","['kalo', 'nilai', 'sekarang', 'ltjuta', 'lagi', 'turun', 'punya', 'bbri']","['kalo', 'nilai', 'sekarang', 'ltjuta', 'turun', 'punya', 'bbri']",kalo nilai sekarang ltjuta turun punya bbri,"if the current value is ltmillion, it will go down to bbri"
2025-02-11 01:59:22+00:00,BBRI Spec Buy dengan area beli di 3970 cutloss jika break di bawah 3930. Jika tidak break di bawah 3930 potensi naik ke 4040-4100 short term.,bbri spec buy dengan area beli di 3970 cutloss jika break di bawah 3930. jika tidak break di bawah 3930 potensi naik ke 4040-4100 short term.,bbri spec buy dengan area beli di cutloss jika break di bawah jika tidak break di bawah potensi naik ke short term,"['bbri', 'spec', 'buy', 'dengan', 'area', 'beli', 'di', 'cutloss', 'jika', 'break', 'di', 'bawah', 'jika', 'tidak', 'break', 'di', 'bawah', 'potensi', 'naik', 'ke', 'short', 'term']","['bbri', 'spec', 'buy', 'dengan', 'area', 'beli', 'di', 'cutloss', 'jika', 'break', 'di', 'bawah', 'jika', 'tidak', 'break', 'di', 'bawah', 'potensi', 'naik', 'ke', 'short', 'term']","['bbri', 'spec', 'buy', 'area', 'beli', 'cutloss', 'break', 'bawah', 'break', 'bawah', 'potensi', 'naik', 'short', 'term']",bbri spec buy area beli cutloss break bawah break bawah potensi naik short term,bbri spec buy area buy cutloss break below break below potential increase short term
2025-02-11 02:39:41+00:00,@Saham_fess Bmri nyusul bbri,@saham_fess bmri nyusul bbri,bmri nyusul bbri,"['bmri', 'nyusul', 'bbri']","['bmri', 'menyusul', 'bbri']","['bmri', 'menyusul', 'bbri']",bmri susul bbri,bmri follows bbri
2025-02-11 03:32:16+00:00,@kurniakrida Terpantau BBRI Harga Sahamnya masih jeblos,@kurniakrida terpantau bbri harga sahamnya masih jeblos,terpantau bbri harga sahamnya masih jeblos,"['terpantau', 'bbri', 'harga', 'sahamnya', 'masih', 'jeblos']","['terpantau', 'bbri', 'harga', 'sahamnya', 'masih', 'jeblos']","['terpantau', 'bbri', 'harga', 'sahamnya', 'jeblos']",pantau bbri harga saham jeblos,monitor bbri stock price plunge
2025-02-11 03:46:03+00:00,Teruntuk holder shm! $BMRI yg sabar yaa ini baru setengah jalan tetep semangat dan jangan pensiun dini di market . . Dari kami holder $BBRI yg sudah diperkosa market duluan hhmmm,teruntuk holder shm! $bmri yg sabar yaa ini baru setengah jalan tetep semangat dan jangan pensiun dini di market . . dari kami holder $bbri yg sudah diperkosa market duluan hhmmm,teruntuk holder shm bmri yg sabar yaa ini baru setengah jalan tetep semangat dan jangan pensiun dini di market dari kami holder bbri yg sudah diperkosa market duluan hhmmm,"['teruntuk', 'holder', 'shm', 'bmri', 'yg', 'sabar', 'yaa', 'ini', 'baru', 'setengah', 'jalan', 'tetep', 'semangat', 'dan', 'jangan', 'pensiun', 'dini', 'di', 'market', 'dari', 'kami', 'holder', 'bbri', 'yg', 'sudah', 'diperkosa', 'market', 'duluan', 'hhmmm']","['teruntuk', 'holder', 'shm', 'bmri', 'yang', 'sabar', 'ya', 'ini', 'baru', 'setengah', 'jalan', 'tetap', 'semangat', 'dan', 'jangan', 'pensiun', 'dini', 'di', 'market', 'dari', 'kami', 'holder', 'bbri', 'yang', 'sudah', 'diperkosa', 'market', 'duluan', 'hhmmm']","['teruntuk', 'holder', 'shm', 'bmri', 'sabar', 'baru', 'setengah', 'jalan', 'tetap', 'semangat', 'jangan', 'pensiun', 'dini', 'market', 'holder', 'bbri', 'diperkosa', 'market', 'duluan', 'hhmmm']",untuk holder shm bmri sabar baru tengah jalan tetap semangat jangan pensiun dini market holder bbri perkosa market duluan hhmmm,"for shm bmri holders, be patient, it's only the middle of the road, stay enthusiastic, don't retire early, bbr market holders are raping the market first, hmmm"
